id,split,semantic_id,pattern_id,group_tag,role,text,semantic_same_ids,tfidf_top1_id,tfidf_top2_id,tfidf_top3_id,tfidf_top4_id,tfidf_top5_id,tfidf_top6_id,tfidf_top7_id,tfidf_top8_id,tfidf_top9_id,tfidf_top10_id,tfidf_top11_id,tfidf_top12_id,bm25_top1_id,bm25_top2_id,bm25_top3_id,bm25_top4_id,bm25_top5_id,bm25_top6_id,bm25_top7_id,bm25_top8_id,bm25_top9_id,bm25_top10_id,bm25_top11_id,bm25_top12_id,jaccard_top1_id,jaccard_top2_id,jaccard_top3_id,jaccard_top4_id,jaccard_top5_id,jaccard_top6_id,jaccard_top7_id,jaccard_top8_id,jaccard_top9_id,jaccard_top10_id,jaccard_top11_id,jaccard_top12_id,tfidf_top_ids,bm25_top_ids,jaccard_top_ids,overlap2_3metrics_ids,overlap2_3metrics_count,overlap3_3metrics_ids,overlap3_3metrics_count,text_len_char,text_len_word,tf_idf_tops,jaccard_tops,bm25_tops,overlap2,overlap3,U2,U3,nvidia/llama-embed-nemotron-8b,neighbors_union,neighbors_union_count,qwen3-4b,qwen3-8b
233,train,sem_seed_watch_imperative,watch:imperative,singleton,single-seed,Please watch a film.,,852,484.0,795.0,159.0,644.0,534.0,925.0,251.0,681.0,,,,852,484,795,495,742.0,858.0,134.0,941.0,925.0,159.0,681.0,534.0,852,484.0,159.0,199.0,190.0,742.0,633.0,925.0,383.0,131.0,134.0,943.0,852;484;795;159;644;534;925;251;681,852;484;795;495;742;858;134;941;925;159;681;534,852;484;159;199;190;742;633;925;383;131;134;943,134;159;484;534;681;742;795;852;925,9,159;484;852;925,4,20,4,852;484;159;644;534;795;925,484;852;63;131;134;159;190;199;207;230;248;251,484;852;795;742;858;495;134;941;419;681;251;159,134;159;251;484;795;852,159;484;852,134;159;251;484;795;852,159;484;852,852,419;484;852,3,484;852;419,484;852;419
234,train,sem_single_0915,call:wh_what,singleton,single,What do They call?,,496,162.0,,,,,,,,,,,496,213,593,622,189.0,254.0,488.0,47.0,731.0,980.0,271.0,86.0,496,213.0,254.0,162.0,189.0,816.0,593.0,738.0,575.0,328.0,980.0,271.0,496;162,496;213;593;622;189;254;488;47;731;980;271;86,496;213;254;162;189;816;593;738;575;328;980;271,162;189;213;254;271;496;593;980,8,496,1,18,4,496,496;213;35;47;60;86;127;162;189;254;271;328,496;738;622;488;271;731;254;189;86;593;980;47,47;86;189;254;271;496,496,47;86;189;254;271;496,496,,,0,,
235,train,sem_0097,learn:decl,para3,base,They review music.,672;826,789,364.0,193.0,3.0,260.0,518.0,672.0,339.0,,,,,3,789,193,364,260.0,518.0,101.0,339.0,511.0,595.0,672.0,210.0,789,101.0,339.0,511.0,193.0,364.0,3.0,595.0,260.0,672.0,,,789;364;193;3;260;518;672;339,3;789;193;364;260;518;101;339;511;595;672;210,789;101;339;511;193;364;3;595;260;672,3;101;193;260;339;364;511;518;595;672;789,11,3;193;260;339;364;672;789,7,18,3,789;364;193;3;260;518;339;672,101;193;339;364;511;789;3;260;595;672,364;193;789;260;3;518;339;101;511;672;595;42,3;101;193;260;339;364;511;518;595;672;789,3;193;260;339;364;672;789,3;101;193;260;339;364;511;518;595;672;789;826,3;193;260;339;364;672;789;826,672;193;789;364;3;260,3;193;260;364;518;672;789,7,193;672;789;364;518,193;672;789;364;518
236,train,sem_0096,drink:decl,para3,base,I drink tea.,25;412,641,453.0,105.0,412.0,156.0,690.0,764.0,999.0,766.0,,,,412,641,453,690,105.0,156.0,312.0,764.0,999.0,793.0,893.0,990.0,412,312.0,641.0,453.0,690.0,764.0,793.0,999.0,105.0,156.0,,,641;453;105;412;156;690;764;999;766,412;641;453;690;105;156;312;764;999;793;893;990,412;312;641;453;690;764;793;999;105;156,105;156;312;412;453;641;690;764;793;999,10,105;156;412;453;641;690;764;999,8,12,3,641;453;105;412;690;156;999,412;312;453;641;105;690;764;793;999;156,412;453;641;690;105;156;312;764;793;999;893;602,105;156;312;412;453;641;690;764;793;999,105;156;412;453;641;690;999,25;105;156;312;412;453;641;690;764;793;999,25;105;156;412;453;641;690;999,764;453;166;870;610;955;641;312;105,105;156;166;312;412;453;610;641;764;870;955,11,453;156;764;641;870;105;312;610;412;166,453;156;764;641;870;105;312;610;412;166
237,train,sem_0001,move:decl,para4,base,You return at school.,110;214;544,214,110.0,165.0,93.0,863.0,878.0,556.0,183.0,521.0,,,,110,214,165,93,521.0,863.0,556.0,878.0,183.0,144.0,579.0,223.0,214,110.0,165.0,93.0,521.0,863.0,,,,,,,214;110;165;93;863;878;556;183;521,110;214;165;93;521;863;556;878;183;144;579;223,214;110;165;93;521;863,93;110;165;183;214;521;556;863;878,9,93;110;165;214;521;863,6,21,4,214;110;165;93;863;878;556;183;521,110;214;165;93;521;863,214;110;165;863;521;93;556;183;878;144;530;457,93;110;165;183;214;521;556;863;878,93;110;165;214;521;863,93;110;165;183;214;521;544;556;863;878,93;110;165;214;521;544;863,110;214;165,110;165;214,3,110;214,110;214
238,train,sem_0116,call:modal_can,para3,tense,You can contact my teacher.,208;942,942,202.0,773.0,875.0,203.0,739.0,358.0,439.0,817.0,44.0,291.0,631.0,942,773,202,203,875.0,739.0,44.0,262.0,782.0,358.0,714.0,761.0,942,782.0,773.0,262.0,358.0,739.0,202.0,44.0,981.0,203.0,761.0,875.0,942;202;773;875;203;739;358;439;817;44;291;631,942;773;202;203;875;739;44;262;782;358;714;761,942;782;773;262;358;739;202;44;981;203;761;875,44;202;203;262;358;739;761;773;782;875;942,11,44;202;203;358;739;773;875;942,8,27,5,942;202;773;875;203;739;358;817;439;291;631;392,942;44;202;262;358;739;773;782;203;761;875;981,942;202;773;203;875;739;262;782;358;44;761;981,44;202;203;262;358;739;761;773;782;875;942;981,202;203;358;739;773;875;942,44;202;203;208;262;358;739;761;773;782;875;942;981,202;203;208;358;739;773;875;942,942;773;358;202;875;262;60,60;202;262;358;773;875;942,7,942;875;202,942;875;202
239,train,sem_0033,social:past_simple,para4,tense,They finished lunch.,266;961;978,266,94.0,961.0,274.0,832.0,864.0,,,,,,,94,972,266,784,922.0,961.0,,,,,,,922,784.0,972.0,266.0,94.0,,,,,,,,266;94;961;274;832;864,94;972;266;784;922;961,922;784;972;266;94,94;266;784;922;961;972,6,94;266,2,20,3,266;94;961;274;864,266;784;922;972;94,94;972;784;922;266;961;766;184;788;757;242;674,94;266;784;922;961;972,94;266,94;266;784;922;961;972;978,94;266;961;978,266,266;922,2,266;922,266;922
240,train,sem_0063,watch:decl,para3,lex,We see a game.,88;644,950,109.0,616.0,618.0,958.0,244.0,387.0,956.0,63.0,846.0,746.0,,616,950,109,958,244.0,387.0,618.0,362.0,644.0,808.0,88.0,630.0,808,950.0,644.0,109.0,618.0,616.0,88.0,958.0,630.0,362.0,244.0,387.0,950;109;616;618;958;244;387;956;63;846;746,616;950;109;958;244;387;618;362;644;808;88;630,808;950;644;109;618;616;88;958;630;362;244;387,88;109;244;362;387;616;618;630;644;808;950;958,12,109;244;387;616;618;950;958,7,14,4,950;109;616;618;958;244;387;956;63;846,109;616;618;644;808;950;88;958;244;362;630;387,616;950;109;958;618;244;387;362;644;808;88;956,88;109;244;362;387;616;618;644;808;950;956;958,109;244;387;616;618;950;958,88;109;244;362;387;616;618;644;808;950;956;958,88;109;244;387;616;618;644;950;958,616;644;109;950;472;808;925;251;69;846;558;681;200;801,69;109;200;244;251;472;558;616;644;681;801;808;846;925;950,15,616;109;950;472;644;558;244;681;846;251;69,616;109;950;472;644;558;244;681;846;251;69
241,train,sem_0102,acq:decl,para3,lex,I purchase a novel.,4;290,230,735.0,503.0,170.0,248.0,711.0,43.0,749.0,578.0,81.0,652.0,509.0,735,230,81,503,333.0,871.0,85.0,261.0,626.0,158.0,170.0,711.0,85,230.0,261.0,871.0,333.0,735.0,626.0,158.0,81.0,503.0,814.0,490.0,230;735;503;170;248;711;43;749;578;81;652;509,735;230;81;503;333;871;85;261;626;158;170;711,85;230;261;871;333;735;626;158;81;503;814;490,81;85;158;170;230;261;333;503;626;711;735;871,12,81;230;503;735,4,19,4,230;735;503;170;711;248;43;749;578;81;388;509,85;230;261;333;735;871;626;81;158;503;4;43,735;230;503;333;871;85;261;81;626;749;43;711,43;81;85;230;261;333;503;626;711;735;749;871,43;81;230;503;735,4;43;81;85;230;261;290;333;503;626;711;735;749;871,4;43;81;230;290;503;735,711;737,361;711;737,3,737;361;711,737;361;711
242,train,sem_0205,pref:decl,para3,base,You enjoy lunch.,73;937,73,567.0,309.0,,,,,,,,,,372,73,309,454,848.0,494.0,216.0,632.0,501.0,600.0,774.0,316.0,454,73.0,309.0,848.0,494.0,372.0,216.0,,,,,,73;567;309,372;73;309;454;848;494;216;632;501;600;774;316,454;73;309;848;494;372;216,73;216;309;372;454;494;848,7,73;309,2,16,3,73;567;309,73;309;454;494;848;216;372,454;309;73;372;494;848;216;316;37;600;516;774,73;216;309;372;454;494;848,73;309,73;216;309;372;454;494;848;937,73;309;937,73;309;494;848;567;454;493,73;132;216;309;454;493;494;567;848;879,10,73;309;494;132;567;216;879;454,73;309;494;132;567;216;879;454
243,train,sem_0304,drink:perfect_pr,para3,tense,She has drank juice.,913;957,437,913.0,487.0,104.0,452.0,,,,,,,,437,401,125,698,660.0,478.0,913.0,767.0,31.0,727.0,724.0,41.0,913,767.0,31.0,437.0,727.0,401.0,,,,,,,437;913;487;104;452,437;401;125;698;660;478;913;767;31;727;724;41,913;767;31;437;727;401,31;401;437;727;767;913,6,437;913,2,20,4,437;913;487;104;452,767;913;31;401;437;727,437;401;767;913;660;698;125;727;31;478;41;724,31;401;437;727;767;913,437;913,31;401;437;727;767;913;957,437;913;957,913;767;31,31;486;767;913,4,913;767;486;31,913;767;486;31
244,train,sem_single_0970,watch:negative_simple,singleton,single,You do not see a game.,,950,616.0,240.0,109.0,653.0,156.0,216.0,958.0,537.0,714.0,,,616,958,537,216,653.0,156.0,714.0,240.0,109.0,950.0,198.0,81.0,616,958.0,537.0,558.0,890.0,950.0,240.0,438.0,69.0,837.0,151.0,294.0,950;616;240;109;653;156;216;958;537;714,616;958;537;216;653;156;714;240;109;950;198;81,616;958;537;558;890;950;240;438;69;837;151;294,109;156;216;240;537;616;653;714;950;958,10,240;537;616;950;958,5,22,6,950;616;240;109;958;216;156;653;537,616;958;537;69;109;151;170;240;251;294;438;558,616;958;537;156;216;653;240;950;109;714;151;198,109;151;156;216;240;537;616;653;950;958,109;240;537;616;958,109;151;156;216;240;537;616;653;950;958,109;240;537;616;958,,69;240;251;472;558;616;950;958,8,616;69;950;472;240;558;958;251,616;69;950;472;240;558;958;251
245,train,sem_0087,play:present_cont,para3,tense,They are playing a song.,124;511,797,560.0,984.0,892.0,201.0,124.0,139.0,,,,,,797,83,505,201,560.0,846.0,479.0,124.0,930.0,543.0,826.0,590.0,930,543.0,479.0,124.0,826.0,846.0,895.0,590.0,83.0,797.0,198.0,561.0,797;560;984;892;201;124;139,797;83;505;201;560;846;479;124;930;543;826;590,930;543;479;124;826;846;895;590;83;797;198;561,83;124;201;479;543;560;590;797;826;846;930,11,124;797,2,25,5,797;984;892;124;139,124;479;543;826;930;83;590;797;846;895;198;161,797;83;201;560;124;930;479;543;826;505;846;672,83;124;479;543;797;826;846;930,124;797,83;124;479;511;543;797;826;846;930,124;511;797,124;511;892,124;198;511;560;892,5,124;198;560;892,124;198;560;892
246,train,sem_0098,move:front_place,para3,order,"at the office, She visit.",2;928,928,635.0,327.0,777.0,48.0,759.0,146.0,164.0,228.0,53.0,883.0,664.0,928,327,717,553,830.0,378.0,467.0,107.0,146.0,642.0,662.0,223.0,928,327.0,467.0,717.0,146.0,662.0,2.0,553.0,378.0,107.0,830.0,642.0,928;635;327;777;48;759;146;164;228;53;883;664,928;327;717;553;830;378;467;107;146;642;662;223,928;327;467;717;146;662;2;553;378;107;830;642,107;146;327;378;467;553;642;662;717;830;928,11,146;327;928,3,25,5,928;635;48;777;327;759;146;164;228;883;664;53,928;327;2;107;146;378;467;553;642;662;717;830,928;327;378;467;553;830;642;662;146;717;107;223,107;146;327;378;467;553;642;662;717;830;928,146;327;928,2;107;146;327;378;467;553;642;662;717;830;928,2;146;327;928,928;2,2;928,2,928,928
247,train,sem_single_0966,call:front_time,singleton,single,"Yesterday, He text my father.",,850,56.0,345.0,58.0,538.0,756.0,498.0,403.0,701.0,341.0,203.0,692.0,56,850,498,756,58.0,557.0,612.0,461.0,284.0,953.0,817.0,341.0,756,850.0,56.0,817.0,953.0,612.0,461.0,284.0,58.0,341.0,557.0,831.0,850;56;345;58;538;756;498;403;701;341;203;692,56;850;498;756;58;557;612;461;284;953;817;341,756;850;56;817;953;612;461;284;58;341;557;831,56;58;284;341;461;498;557;612;756;817;850;953,12,56;58;341;756;850,5,29,5,850;56;345;498;58;538;756;701;403;203;692,56;58;284;461;612;756;817;850;953;341;557;831,56;850;58;756;284;953;817;612;461;557;498;341,56;58;284;341;461;498;557;612;756;817;850;953,56;58;756;850,56;58;284;341;461;498;557;612;756;817;850;953,56;58;756;850,341;58;850,56;58;284;341;850,5,850;56;58;341;284,850;56;58;341;284
248,train,sem_0099,acq:decl,para3,base,She purchase a film.,509;637,230,509.0,614.0,241.0,652.0,170.0,711.0,735.0,43.0,749.0,578.0,503.0,509,230,614,190,63.0,430.0,199.0,219.0,735.0,711.0,170.0,43.0,509,199.0,63.0,430.0,230.0,190.0,219.0,614.0,637.0,629.0,464.0,648.0,230;509;614;241;652;170;711;735;43;749;578;503,509;230;614;190;63;430;199;219;735;711;170;43,509;199;63;430;230;190;219;614;637;629;464;648,43;63;170;190;199;219;230;430;509;614;711;735,12,230;509;614,3,20,4,230;509;614;241;170;652;711;735;43;749;578;503,509;63;190;199;230;430;219;614;14;26;43;131,509;230;614;430;199;190;63;219;241;711;735;749,43;63;190;199;219;230;241;430;509;614;711;735;749,230;509;614,43;63;190;199;219;230;241;430;509;614;637;711;735;749,230;509;614;637,637;509;423;230;63,63;131;230;423;509;614;637;651,8,509;637;230;423;614;131;651,509;637;230;423;614;131;651
249,train,sem_seed_drink_negative_simple,drink:negative_simple,singleton,single-seed,He does not sip tea.,,954,166.0,955.0,283.0,831.0,903.0,969.0,860.0,369.0,194.0,,,954,283,969,903,831.0,955.0,166.0,194.0,156.0,441.0,759.0,369.0,954,283.0,969.0,831.0,903.0,770.0,955.0,555.0,405.0,166.0,,,954;166;955;283;831;903;969;860;369;194,954;283;969;903;831;955;166;194;156;441;759;369,954;283;969;831;903;770;955;555;405;166,166;194;283;369;831;903;954;955;969,9,166;283;831;903;954;955;969,7,20,5,954;166;955;283;903;831;860;194;691;969;369,954;283;831;903;969;166;405;555;770;955,954;283;955;166;969;903;831;194;156;441;770;555,166;194;283;555;770;831;903;954;955;969,166;283;831;903;954;955;969,166;194;283;555;770;831;903;954;955;969,166;283;831;903;954;955;969,,156;166;192;751;954;955,6,954;955;192;156;166;751,954;955;192;156;166;751
250,train,sem_0018,call:future_will,para4,tense,You will text a friend.,358;459;820,862,820.0,350.0,776.0,459.0,264.0,557.0,62.0,205.0,416.0,178.0,,820,459,350,862,776.0,62.0,264.0,557.0,416.0,205.0,208.0,353.0,820,459.0,416.0,350.0,205.0,208.0,862.0,776.0,540.0,353.0,62.0,264.0,862;820;350;776;459;264;557;62;205;416;178,820;459;350;862;776;62;264;557;416;205;208;353,820;459;416;350;205;208;862;776;540;353;62;264,62;205;208;264;350;353;416;459;557;776;820;862,12,62;205;264;350;416;459;776;820;862,9,23,5,862;820;350;776;459;264;557;62;416;178;26,820;459;205;208;350;416;862;62;353;540;776;264,820;459;862;350;776;62;557;208;205;416;264;56,62;205;208;264;350;416;459;557;776;820;862,62;264;350;416;459;776;820;862,62;205;208;264;350;358;416;459;557;776;820;862,62;264;350;358;416;459;776;820;862,820;862;459;350,350;459;776;820;862,5,820;862;459;776,820;862;459;776
251,train,sem_0233,watch:decl,para3,lex,You watch a game.,616;958,925,159.0,644.0,681.0,419.0,484.0,88.0,852.0,534.0,633.0,564.0,896.0,681,644,925,159,88.0,419.0,484.0,564.0,438.0,636.0,170.0,616.0,294,681.0,925.0,558.0,484.0,837.0,419.0,438.0,890.0,159.0,644.0,636.0,925;159;644;681;419;484;88;852;534;633;564;896,681;644;925;159;88;419;484;564;438;636;170;616,294;681;925;558;484;837;419;438;890;159;644;636,88;159;419;438;484;564;636;644;681;925,10,159;419;484;644;681;925,6,17,4,925;159;644;681;419;484;88;534;852;633;564;552,69;159;170;294;419;438;484;558;616;636;644;681,644;681;159;925;88;484;419;890;636;69;438;616,69;88;159;419;438;484;616;636;644;681;925,159;419;484;644;681,69;88;159;419;438;484;616;636;644;681;925;958,159;419;484;616;644;681;958,925;69;644;681;558;616;200;109;240;159,69;109;159;200;240;244;472;558;616;644;681;925,12,644;69;925;681;558;616;159;472;240;244,644;69;925;681;558;616;159;472;240;244
252,train,sem_0265,drink:future_will,para3,tense,She will have pizza.,102;456,102,869.0,218.0,705.0,463.0,529.0,75.0,804.0,658.0,349.0,,,102,349,529,463,869.0,705.0,218.0,120.0,75.0,658.0,92.0,804.0,102,218.0,921.0,529.0,836.0,869.0,463.0,957.0,705.0,31.0,75.0,736.0,102;869;218;705;463;529;75;804;658;349,102;349;529;463;869;705;218;120;75;658;92;804,102;218;921;529;836;869;463;957;705;31;75;736,75;102;218;349;463;529;658;705;804;869,10,75;102;218;463;529;705;869,7,20,4,102;218;869;705;463;529;75;658,102;218;463;529;705;836;869;921;957;31;75;120,102;349;463;869;529;218;705;75;120;921;31;836,31;75;102;120;218;463;529;705;836;869;921,75;102;218;463;529;705;869,31;75;102;120;218;456;463;529;705;836;869;921,75;102;218;456;463;529;705;869,102,102;218;349;705;804;868;921,7,102;349;804;921;218;705;868,102;349;804;921;218;705;868
253,train,sem_0112,acq:decl,para3,lex,I buy dinner.,787;800,791,533.0,570.0,520.0,975.0,651.0,314.0,122.0,917.0,65.0,420.0,268.0,651,13,747,570,520.0,663.0,84.0,18.0,411.0,657.0,131.0,294.0,520,570.0,651.0,13.0,663.0,84.0,747.0,,,,,,791;533;570;520;975;651;314;122;917;65;420;268,651;13;747;570;520;663;84;18;411;657;131;294,520;570;651;13;663;84;747,13;84;520;570;651;663;747,7,520;570;651,3,13,3,,520;570;13;84;651;663;747,570;520;13;651;747;84;663;411;657;18;737;417,13;84;520;570;651;663;747,,13;84;520;570;651;663;747;787;800,787;800,520;570,520;570,2,,
254,train,sem_seed_eat_wh_what,eat:wh_what,singleton,single-seed,What do I have?,,324,731.0,189.0,488.0,271.0,980.0,,,,,,,731,189,488,271,324.0,86.0,234.0,496.0,593.0,622.0,47.0,980.0,189,271.0,731.0,488.0,324.0,869.0,0.0,493.0,232.0,999.0,234.0,638.0,324;731;189;488;271;980,731;189;488;271;324;86;234;496;593;622;47;980,189;271;731;488;324;869;0;493;232;999;234;638,189;234;271;324;488;731;980,7,189;271;324;488;731,5,15,4,324;731;189;488;271,189;271;324;488;731;0;493;869;13;47;86;120,731;189;271;488;324;234;496;86;622;593;738;47,47;86;189;271;324;488;731,189;271;324;488;731,47;86;189;271;324;488;731,189;271;324;488;731,731,731,1,,
255,train,sem_0095,learn:decl,para3,base,We learn a book.,226;762,263,394.0,281.0,997.0,422.0,771.0,919.0,374.0,762.0,871.0,687.0,499.0,281,263,394,422,997.0,919.0,460.0,859.0,679.0,996.0,67.0,762.0,859,263.0,460.0,281.0,394.0,679.0,997.0,996.0,762.0,67.0,470.0,919.0,263;394;281;997;422;771;919;374;762;871;687;499,281;263;394;422;997;919;460;859;679;996;67;762,859;263;460;281;394;679;997;996;762;67;470;919,67;263;281;394;422;460;679;762;859;919;996;997,12,263;281;394;762;919;997,6,16,4,263;394;281;997;422;771;374;762;919;871;499;687,263;281;394;460;679;859;997;67;762;996;470;919,263;394;281;997;919;422;859;679;460;771;374;871,263;281;374;394;422;460;679;762;771;859;871;919;997,263;281;394;919;997,226;263;281;374;394;422;460;679;762;771;859;871;919;997,226;263;281;394;762;919;997,762;281;394;460;859,281;394;460;679;752;762;859,7,762;281;394;679;752;460,762;281;394;679;752;460
256,train,sem_0083,move:past_simple,para3,tense,He returned at the town.,556;642,556,878.0,478.0,,,,,,,,,,478,642,556,873,878.0,70.0,548.0,422.0,715.0,415.0,911.0,662.0,642,556.0,873.0,662.0,715.0,878.0,548.0,478.0,415.0,658.0,805.0,70.0,556;878;478,478;642;556;873;878;70;548;422;715;415;911;662,642;556;873;662;715;878;548;478;415;658;805;70,70;415;478;548;556;642;662;715;873;878,10,478;556;878,3,24,5,556;878;478,556;642;662;715;873;878;70;415;478;548;658;805,556;642;478;878;873;548;70;715;422;415;662;911,70;415;478;548;556;642;662;715;873;878,478;556;878,70;415;478;548;556;642;662;715;873;878,478;556;642;878,556;878,415;556;878,3,556;878;415,556;878;415
257,train,sem_0105,call:decl,para3,lex,She call my mother.,106;291,370,964.0,328.0,45.0,213.0,605.0,721.0,709.0,127.0,129.0,631.0,693.0,964,328,370,213,45.0,693.0,631.0,605.0,125.0,391.0,129.0,721.0,964,631.0,370.0,45.0,693.0,328.0,391.0,605.0,125.0,213.0,129.0,721.0,370;964;328;45;213;605;721;709;127;129;631;693,964;328;370;213;45;693;631;605;125;391;129;721,964;631;370;45;693;328;391;605;125;213;129;721,45;125;129;213;328;370;391;605;631;693;721;964,12,45;129;213;328;370;605;631;693;721;964,10,19,4,370;964;328;45;213;709;605;721;127;631;129;693,45;328;370;631;693;964;125;391;605;129;213;721,370;964;328;213;45;631;693;605;125;391;129;721,45;125;129;213;328;370;391;605;631;693;721;964,45;129;213;328;370;605;631;693;721;964,45;106;125;129;213;291;328;370;391;605;631;693;721;964,45;106;129;213;291;328;370;605;631;693;721;964,693;370;328;631;45;964;368;285;391;125;834;66;400;739;291;605,45;66;125;213;285;291;328;368;370;391;400;605;631;693;739;834;964,17,693;370;631;45;964;125;328;66;400;391;834;368;213;739,693;370;631;45;964;125;328;66;400;391;834;368;213;739
258,train,sem_0050,pref:decl,para4,lex,They love a show.,197;517;743,930,99.0,197.0,780.0,330.0,743.0,618.0,418.0,995.0,833.0,889.0,390.0,930,99,780,330,197.0,590.0,414.0,743.0,517.0,117.0,912.0,377.0,930,330.0,99.0,197.0,780.0,590.0,414.0,517.0,743.0,117.0,952.0,568.0,930;99;197;780;330;743;618;418;995;833;889;390,930;99;780;330;197;590;414;743;517;117;912;377,930;330;99;197;780;590;414;517;743;117;952;568,99;117;197;330;414;517;590;743;780;930,10,99;197;330;743;780;930,6,17,4,930;99;197;780;743;330;618;418;563;995;833;180,99;197;330;780;930;414;517;590;743;117;33;43,930;99;330;780;197;414;590;517;743;117;995;377,99;117;197;330;414;517;590;743;780;930;995,99;197;330;743;780;930,99;117;197;330;414;517;590;743;780;930;995,99;197;330;517;743;780;930,197;517;743,197;517;743,3,197;517,197;517
259,train,sem_0201,watch:decl,para3,lex,They view a film.,633;722,77,903.0,943.0,779.0,,,,,,,,,77,903,943,779,220.0,882.0,475.0,52.0,732.0,648.0,69.0,272.0,943,77.0,903.0,930.0,568.0,935.0,933.0,131.0,281.0,582.0,581.0,274.0,77;903;943;779,77;903;943;779;220;882;475;52;732;648;69;272,943;77;903;930;568;935;933;131;281;582;581;274,77;779;903;943,4,77;903;943,3,17,4,77;903;779,943;77;903;33;43;52;63;69;90;98;99;103,77;903;943;475;220;732;648;882;52;69;779;410,52;69;77;779;903;943,77;903,52;69;77;633;722;779;903;943,77;633;722;903,633;5;484;852;444,5;444;484;633;792;852;903;931;935,9,633;935;484;903;931;792,633;935;484;903;931;792
260,train,sem_0060,learn:front_time,para3,order,"Now, She review music.",364;989,364,789.0,20.0,193.0,235.0,518.0,629.0,515.0,3.0,672.0,272.0,777.0,364,20,518,789,193.0,235.0,926.0,3.0,609.0,515.0,629.0,727.0,364,20.0,518.0,688.0,542.0,699.0,789.0,193.0,235.0,609.0,629.0,727.0,364;789;20;193;235;518;629;515;3;672;272;777,364;20;518;789;193;235;926;3;609;515;629;727,364;20;518;688;542;699;789;193;235;609;629;727,3;20;193;235;364;515;518;609;629;727;789,11,20;193;235;364;518;629;789,7,22,4,364;789;20;193;235;518;629;3;515;272;777,364;20;518;193;235;542;688;699;789;515;560;609,364;20;235;789;193;518;926;609;629;515;727;699,20;193;235;364;515;518;609;629;699;789,20;193;235;364;515;518;789,20;193;235;364;515;518;609;629;699;789;989,20;193;235;364;515;518;789;989,364;20;518;235,20;235;364;518,4,20,20
261,train,sem_0012,social:decl,para4,lex,I meet a novel.,222;733;939,355,295.0,539.0,369.0,167.0,226.0,647.0,,,,,,241,871,85,333,355.0,626.0,295.0,158.0,369.0,647.0,142.0,782.0,85,333.0,241.0,871.0,626.0,158.0,336.0,231.0,226.0,712.0,814.0,798.0,355;295;539;369;167;226;647,241;871;85;333;355;626;295;158;369;647;142;782,85;333;241;871;626;158;336;231;226;712;814;798,85;158;226;241;295;333;355;369;626;647;871,11,,0,15,4,355,85;241;333;871;626;158;4;78;90;108;123;139,333;241;871;85;355;647;626;295;158;748;782;369,85;158;241;333;355;626;871,,85;158;222;241;333;355;626;733;871;939,222;733;939,871;85,85;871,2,871,871
262,train,sem_0154,call:decl,para3,base,You phone my teacher.,416;981,981,229.0,927.0,44.0,740.0,667.0,358.0,692.0,276.0,756.0,881.0,709.0,981,229,927,358,44.0,782.0,942.0,761.0,238.0,434.0,667.0,202.0,981,358.0,927.0,782.0,229.0,942.0,44.0,761.0,238.0,434.0,400.0,667.0,981;229;927;44;740;667;358;692;276;756;881;709,981;229;927;358;44;782;942;761;238;434;667;202,981;358;927;782;229;942;44;761;238;434;400;667,44;229;238;358;434;667;761;782;927;942;981,11,44;229;358;667;927;981,6,21,4,981;229;927;667;740;358;756;709;692;276;881;400,981;44;229;358;782;927;942;238;761;434;56;60,981;229;927;44;942;782;358;238;761;434;547;692,44;229;238;358;434;692;761;782;927;942;981,229;358;927;981,44;229;238;358;416;434;692;761;782;927;942;981,229;358;416;927;981,358;927;981;942;229;60;434;709;238;276;907;773;547,60;202;229;238;276;358;434;547;692;709;773;875;907;927;942;981,16,942;927;434;981;229;276;358;907;547;773;875;709;202;60;692,942;927;434;981;229;276;358;907;547;773;875;709;202;60;692
263,train,sem_0022,learn:decl,para4,base,She learn a book.,422;515;687,255,394.0,281.0,422.0,771.0,997.0,374.0,762.0,687.0,871.0,919.0,499.0,422,394,255,281,771.0,519.0,592.0,629.0,794.0,687.0,810.0,650.0,794,771.0,281.0,394.0,255.0,629.0,592.0,422.0,519.0,810.0,687.0,650.0,255;394;281;422;771;997;374;762;687;871;919;499,422;394;255;281;771;519;592;629;794;687;810;650,794;771;281;394;255;629;592;422;519;810;687;650,255;281;394;422;519;592;629;650;687;771;794;810,12,255;281;394;422;687;771,6,17,4,255;394;281;422;771;374;997;762;499;871;687;854,255;281;394;592;629;771;794;422;519;687;810;650,394;281;255;422;771;519;592;629;794;687;810;374,255;281;374;394;422;519;592;629;687;771;794;810,255;281;394;422;687;771,255;281;374;394;422;515;519;592;629;687;771;794;810,255;281;394;422;515;687;771,687;592;422;281,281;394;422;592;687,5,687;394;422,687;394;422
